dataset,case,edits,words,wer,delta_edits_vs_baseline,rel_reduction_vs_baseline,wall_sec,whisper_total_ms
tiny_original_hard_manifest,probe3_wg-0.5_we-0.2_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.91173529624939,57396.53
tiny_original_hard_manifest,probe3_wg-0.8_we-0.2_wl0.3,26,559,0.046511627906976744,-2,0.07142857142857142,59.952014207839966,57526.979999999996
tiny_original_hard_manifest,probe3_wg-1.2_we0.2_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,59.96910119056702,57000.270000000004
tiny_original_hard_manifest,probe3_wg-1.2_we-0.8_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,60.00572228431702,57629.49
tiny_original_hard_manifest,probe3_wg-0.5_we-0.5_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,60.014498472213745,57783.26
tiny_original_hard_manifest,probe3_wg-1.5_we-0.5_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,60.02945041656494,57676.10999999999
tiny_original_hard_manifest,probe3_wg-1.0_we-0.5_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,60.03593420982361,57739.590000000004
tiny_original_hard_manifest,probe3_wg-1.0_we0.2_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,60.0526020526886,57683.45
tiny_original_hard_manifest,probe3_wg-1.0_we0.2_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,60.080013036727905,57438.72
tiny_original_hard_manifest,probe3_wg-1.2_we0.0_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,60.12616777420044,57676.95
tiny_original_hard_manifest,probe3_wg-1.5_we0.2_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,60.15519380569458,57723.81
tiny_original_hard_manifest,probe3_wg-1.0_we-0.8_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,60.164408922195435,57752.55
tiny_original_hard_manifest,probe3_wg-1.0_we-0.8_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,60.1650812625885,57719.71000000001
tiny_original_hard_manifest,probe3_wg-0.8_we-0.5_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,60.16861009597778,57696.64
tiny_original_hard_manifest,probe3_wg-1.5_we0.0_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,60.20054602622986,57900.45
tiny_original_hard_manifest,probe3_wg-0.8_we0.0_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,60.23022699356079,57803.090000000004
tiny_original_hard_manifest,probe3_wg-0.5_we-0.8_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,60.23089075088501,57840.38
tiny_original_hard_manifest,probe3_wg-0.5_we-0.5_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,60.23372530937195,58099.49999999999
